,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
318,spotify:track:0MXyCz754IFkMZq1I4BVaO,0.425,0.00825,0,-26.711,1,0.0817,0.995,0.96,0.113,0.103,64.142,182625,4,Classical
319,spotify:track:4qAeCVBiLVpG56P4KOL5sE,0.436,0.129,0,-17.985,0,0.0582,0.977,0.943,0.102,0.0964,137.126,173667,4,Classical
320,spotify:track:7HpOhVbSYn8BNAEiSdvTFv,0.48,0.0824,0,-29.646,0,0.0408,0.978,0.936,0.108,0.304,111.482,154857,4,Classical
321,spotify:track:0y1QJXvmb5iRXd11JJf9Hi,0.451,0.048,6,-21.287,1,0.0504,0.991,0.951,0.107,0.341,91.345,252875,4,Classical
322,spotify:track:0zOI6bMCkjd10vCrDy3voc,0.35,0.0726,0,-23.132,0,0.0426,0.995,0.927,0.104,0.276,97.679,121776,4,Classical
323,spotify:track:37mbKfCK38Kkyg7ivgcxzV,0.339,0.0475,4,-24.96,0,0.0454,0.995,0.961,0.107,0.136,60.048,270000,4,Classical
324,spotify:track:4mfmAY5dBCLi5eFNz55HGM,0.236,0.0179,3,-30.097,1,0.0394,0.995,0.872,0.117,0.238,81.67,169849,4,Classical
325,spotify:track:4OECCOjePxmHXVGo54go9F,0.302,0.0536,3,-21.462,1,0.0354,0.953,0.909,0.106,0.105,139.074,188250,4,Classical
326,spotify:track:1W0g9sj9trSjMUO49PAKWJ,0.433,0.0628,5,-25.318,0,0.0469,0.978,0.932,0.11,0.114,73.013,221000,4,Classical
327,spotify:track:61iDbuI3Skfhn7vIRtLjZE,0.463,0.0151,3,-28.252,1,0.0463,0.994,0.937,0.12,0.266,100.545,190479,4,Classical
328,spotify:track:7vrm7MunIj4mXiEZdj8zfF,0.33,0.0451,3,-28.6,1,0.0487,0.992,0.947,0.133,0.57,104.536,105086,4,Classical
329,spotify:track:6YdoHXpaoC41PACP5q6VSu,0.348,0.0256,0,-22.931,1,0.0394,0.996,0.946,0.0875,0.0518,69.059,231527,4,Classical
330,spotify:track:6Hm6g48FZM25d7LkjmXQfN,0.291,0.0327,5,-29.494,1,0.0579,0.993,0.889,0.106,0.0612,168.152,219691,4,Classical
331,spotify:track:0PiNYPMkmHxtDS0EZKK35X,0.27,0.184,1,-14.681,1,0.0359,0.983,0.94,0.107,0.11,99.428,203146,4,Classical
332,spotify:track:6wXcmmbuKgyCz5nnU7T4lI,0.428,0.0212,8,-28.38,1,0.0469,0.986,0.941,0.119,0.171,75.54,237500,4,Classical
333,spotify:track:4JGD5NiVmKVGBjVysCvKIw,0.432,0.0429,5,-22.662,1,0.039,0.985,0.876,0.0998,0.252,100.139,179602,4,Classical
334,spotify:track:48nOUySVcMYFt4mQT1i4Tg,0.167,0.29,4,-11.38,0,0.0315,0.905,0.756,0.106,0.0591,93.905,184856,1,Classical
335,spotify:track:2ZzqC4NSi374IufPYvGMP6,0.691,0.0471,3,-21.881,1,0.0656,0.991,0.903,0.0818,0.0443,125.073,332427,4,Classical
336,spotify:track:7ePt0ghR9CVmCmcuAdkTX8,0.456,0.0287,11,-27.516,1,0.041,0.994,0.958,0.121,0.105,104.185,143506,4,Classical
337,spotify:track:1BABFMj4wusVDpIkpWjDgB,0.506,0.0137,0,-29.349,0,0.0474,0.996,0.955,0.118,0.256,66.166,162785,3,Classical
