,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
240,,0.597,0.587,7,-7.026,0,0.137,0.0622,0,0.214,0.0753,140.021,218802,4,hiphop
241,,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,4,hiphop
242,,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,181733,4,hiphop
243,,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,139741,4,hiphop
244,,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,235533,4,hiphop
245,,0.711,0.611,1,-5.453,1,0.329,0.00575,0,0.231,0.144,134.14,252070,4,hiphop
246,,0.776,0.431,4,-7.544,0,0.091,0.671,0,0.153,0.495,133.999,283642,4,hiphop
247,,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48E-05,0.258,0.212,118.029,226653,4,hiphop
248,,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71E-06,0.0998,0.288,129.915,184213,4,hiphop
249,,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,216136,4,hiphop
